,FIPS,totpop,age_under_5_p,age_5_9_p,age_10_14_p,age_15_17_p,age_18_19_p,age_20_p,age_21_p,age_22_24_p,age_25_29_p,age_30_34_p,age_35_39_p,age_40_44_p,age_45_49_p,age_50_54_p,age_55_59_p,age_60_61_p,age_62_64_p,age_65_66_p,age_67_69_p,age_70_74_p,age_75_79_p,age_80_84_p,age_85_over_p,sex_male_p,sex_female_p,race_white_p,race_black_p,race_native_amer_p,race_asian_p,race_pac_islander_p,race_other_p,race_multi_p,kid_home_fam_p,kid_home_fam2_p,kid_home_fam1_p,kid_home_nonfam_p,adult_home_alone_p,adult_home_fam_p,adult_home_nonfam_p,marry_never_p,married_p,marry_past_p,ed_at_HS_p,ed_at_some_coll_p,ed_at_coll_grad_p,pov_p,pov_kid_p,pov_adult_p,disability_p,urban_2013,urban_2006,vet_p,earn_inc_p,ss_inc_p,ssi_inc_p,pub_inc_p,med_hh_inc,gini_index,inc_per_capita,labor_force_p,unemp_p,ins_priv_18_64_p,ins_priv_65_up_p,ins_pub_18_64_p,ins_pub_65_up_p,ins_none_18_64_p,ins_none_65_up_p,hisp_p,dm_mean,dm_median,dm_max,dm_min,FIPS.1
2664,48295,3483,7.981625035888602,8.010335917312661,5.598621877691644,4.8521389606660925,3.761125466551824,1.8087855297157625,0.6029285099052542,3.617571059431525,7.780648865920184,7.14900947459087,6.660924490381856,4.191788687912719,5.598621877691644,7.637094458799885,5.569910996267584,2.555268446741315,3.818547229399943,1.751363766867643,1.6365202411714042,2.871088142405972,3.0433534309503303,1.923629055412001,1.5790984783232844,53.574504737295435,46.42549526270457,86.27619867929945,0.3732414585127764,0.9474590869939706,0.7751937984496124,0.02871088142405972,8.29744473155326,3.3017513637668667,100.0,78.71878393051031,21.281216069489687,0.0,11.958680969408025,82.47914183551849,5.562177195073501,25.814719882826804,53.71658733064811,20.46869278652508,54.570013507429074,26.83475911751464,18.595227375056282,9.225844004656578,12.073170731707316,9.48238364506307,11.285631180919141,6.0,6.0,25.29274004683841,84.72454090150251,25.041736227045075,3.756260434056762,5.676126878130217,63125.0,0.4437,30237.0,68.57369884783472,5.040556199304751,69.12114014251783,67.71844660194175,9.406175771971496,96.35922330097088,24.133016627078387,0.0,29.74447315532587,6.5555555555555545,5.0,17.0,1.0,48295.0
2665,48297,11873,4.682893961088183,4.969257980291418,6.89800387433673,4.135433336140824,2.5435862882169626,0.6401078076307589,0.9264718268339932,2.91417501895056,6.476880316684916,6.662174682051713,7.192790364693002,5.415648951402343,6.257896066705973,7.049608355091383,6.695864566663859,1.9624357786574584,4.623936663016928,3.3689884612145207,3.30160869199023,4.699738903394255,3.3858334035205933,2.568853701676072,2.6278109997473256,54.0806872736461,45.9193127263539,88.44436957803421,3.3352985766023755,0.5643055672534322,1.2212583171902638,0.0,4.3123052303545855,2.1224627305651484,100.0,75.12295081967213,24.877049180327862,0.0,12.855866207072639,84.55253415038938,2.5915996425379806,26.180863948324586,43.469923294307634,30.349212757367788,55.458464406384714,31.7954095304672,12.746126063148086,15.280351048269136,31.032608695652176,14.544392523364484,16.23881758070789,6.0,6.0,42.49761070404588,69.55934036226007,41.03811841038119,3.2711543660448767,4.622871046228711,50400.0,0.4222,21231.0,54.41101478837328,4.264292408622305,64.29330499468651,54.8680618744313,11.052072263549416,94.22202001819835,27.594757350336533,2.6387625113739763,36.940958477217215,4.111111111111111,3.0,9.0,1.0,48297.0
2666,48299,19323,4.145319049836981,4.140143869999482,4.776690990011903,2.872224809812141,1.4438751746623195,0.9211820110748848,0.5796201417999276,2.623816177612172,3.2189618589245974,3.5087719298245608,3.912435957149511,3.865859338612017,5.1441287584743565,7.1313978160741085,7.498835584536562,3.5915748072245512,6.9916679604616245,3.731304662837034,6.986492780624126,8.07328054649899,6.2774931428867164,4.942296744811882,3.622625886249548,47.70998292190654,52.29001707809346,95.24918490917558,2.235677689799721,0.09315323707498836,0.2742845313874657,0.0,0.7089996377374114,1.4386999948248202,99.83760961351088,60.8314387788243,39.006170834686586,0.16239038648911985,17.078035402642733,80.77162802293692,2.150336574420344,14.042502529912493,57.592713852015,28.364783618072504,39.35917721518987,33.010284810126585,27.63053797468355,14.856455577053811,34.64739378011388,14.643903135938285,22.10802307288936,6.0,6.0,48.20832818485111,58.111855789230425,53.18927663508204,5.373237809105616,8.574069794314767,48259.0,0.5416,36279.0,48.252141829779255,5.83203732503888,60.88980858768753,65.20708188428706,14.433523021210554,99.08314890926336,27.128815312985,0.25292443882390137,9.273922268798842,16.0,15.0,27.0,7.0,48299.0
2667,48301,117,0.0,2.564102564102564,2.564102564102564,0.0,0.0,0.0,0.0,4.2735042735042725,8.547008547008549,8.547008547008549,0.0,15.384615384615385,5.982905982905983,0.0,23.07692307692308,6.837606837606838,1.7094017094017095,5.982905982905983,7.6923076923076925,6.837606837606838,0.0,0.0,0.0,63.24786324786324,36.75213675213676,54.70085470085471,0.0,17.094017094017097,0.0,0.0,17.094017094017097,11.111111111111109,100.0,0.0,100.0,0.0,17.117117117117118,34.234234234234236,48.64864864864865,36.03603603603604,32.432432432432435,31.53153153153153,71.69811320754717,26.41509433962264,1.8867924528301887,28.947368421052637,0.0,42.307692307692314,18.803418803418804,6.0,6.0,10.810810810810812,62.22222222222222,44.444444444444436,0.0,15.555555555555555,,,,65.76576576576578,15.068493150684931,59.77011494252874,54.16666666666666,19.540229885057467,100.0,32.18390804597701,0.0,35.04273504273504,1.0,1.0,1.0,1.0,48301.0
2668,48303,290782,6.947816577367238,6.824012490456767,6.670976883025771,3.7485126314558666,4.505093162575401,2.897703434187811,3.0617438493441824,6.905172947431409,7.68754599665729,6.830202694802291,5.776492355097632,5.224532467621793,5.378599775777042,5.841833400967048,5.7018660027099335,1.8350516882062848,2.6597244671265763,1.5626826970032532,2.07303065526752,2.656285464712396,2.2467002771835944,1.5324194757584717,1.432000605264425,49.41777689127938,50.58222310872063,79.53140153104387,7.112544793006445,0.6957101883885523,2.02557242195184,0.05571183910971105,7.395230791452018,3.1838284350475616,99.26494726175015,63.254499521858904,36.01044773989124,0.7350527382498608,14.64670635756265,74.51806191014032,10.835231732297029,37.653130916667386,41.31616941444985,21.03069966888276,41.198140410757375,31.28582357441299,27.51603601482964,19.421392760057667,30.488929021577594,22.123243747449425,14.228880722803268,3.0,3.0,21.019784768587648,82.52371210712293,25.295703924121256,4.814022689231915,13.42849172400967,46075.0,0.4813,24510.0,68.70959842159495,6.007316646716252,68.85947755031077,61.856944229877946,10.963511105315774,97.39224470879036,23.126113791454767,0.5777846439054535,33.46733979407254,8.777777777777779,9.0,13.0,5.0,48303.0
2669,48305,5764,7.182512144344205,9.351145038167939,5.9854267869535045,4.4240111034004155,3.92088827203331,0.659264399722415,0.919500346981263,2.133934767522553,5.7251908396946565,5.846634281748785,5.9507286606523255,4.823039555863984,6.887578070784178,7.928521859819568,6.69673837612769,2.3941707147814015,3.2789729354614847,3.157529493407356,2.63705759888966,2.70645385149202,3.2616238723108952,2.63705759888966,1.4920194309507286,50.34698126301179,49.6530187369882,84.941013185288,1.2317834836918806,1.7522553782095769,0.2081887578070784,0.0520471894517696,8.917418459403192,2.897293546148508,100.0,59.2401802962009,40.7598197037991,0.0,12.494016275730017,84.60986117759694,2.8961225466730496,25.36945812807882,50.985221674876854,23.64532019704433,54.49482895783611,29.03739061256961,16.467780429594274,19.315403422982886,46.81861348528015,17.185309784132322,18.315018315018314,3.0,6.0,19.5915459510805,77.92504570383912,35.46617915904936,6.901279707495428,19.012797074954296,39526.0,0.4744,23341.0,63.08612440191388,9.708001516875235,56.74019607843137,51.855895196506545,12.346813725490195,99.235807860262,33.57843137254902,0.0,47.29354614850798,3.2222222222222223,3.0,9.0,1.0,48305.0
2670,48307,8273,6.225069503203192,8.086546597364922,5.318505983319231,4.194367218663121,1.2812764414359965,0.4593255167412064,1.2329263870421854,2.11531487972924,7.095370482291792,4.955880575365646,3.5779040251420287,6.974495346307265,6.273419557597003,6.285507071195455,6.1525444216124745,2.9735283452193886,6.128369394415568,3.626254079535839,2.8526532092348607,5.536081228091382,3.722954188323461,3.215278617188445,1.7164269309802975,49.38958056327814,50.61041943672186,88.89157500302187,1.6439018493895805,3.299891212377614,0.0,0.0,2.3087150973044843,3.8559168379064426,93.2418699186992,69.66463414634147,23.577235772357724,6.758130081300813,13.623094388582551,84.56049302627311,1.81641258514434,20.54444277334937,51.58670476763423,27.86885245901639,53.5793232443462,30.828090460805985,15.592586294847814,18.804052384482333,37.026447462473186,19.408467040402087,17.088141419101394,6.0,6.0,28.75277689622342,77.58346581875993,37.93322734499205,4.992050874403815,17.96502384737679,40561.0,0.4371,22194.0,61.56710377205763,3.996844596371286,60.74725274725274,64.96619545175169,14.131868131868133,99.87707437000614,29.978021978021975,0.0,30.823159676054637,8.666666666666666,7.0,19.0,3.0,48307.0
2671,48309,241505,7.1576157843522905,7.013933458934598,6.624293492888347,4.14111509078487,4.389557152025838,2.731206393242376,2.3581292312788555,5.447506262810293,6.557214136353284,6.208153040309725,5.913335127637109,5.262002857083704,5.7543322084428885,6.212293741330407,6.0553611726465295,2.209063994534275,2.879857559884889,1.8513074263472808,2.322933272603052,2.8119500631456913,2.330800604542349,1.8467526552245297,1.92128527359682,48.73936357425312,51.26063642574688,77.54663464524543,14.39970186952651,0.3175917682863709,1.5602161445932796,0.011593962857911843,3.8371876358667527,2.3270739736237345,99.28014196270132,63.10811263267151,36.1720293300298,0.7198580372986908,13.343607153823426,78.60167895855902,8.054713887617536,33.89916458422643,43.94297424744619,22.157861168327393,44.536709976382774,33.21559149780009,22.247698525817132,21.465087657391702,42.376498800959226,22.87625798112229,12.514229338999774,3.0,4.0,28.056303522556725,78.22378960227732,29.244315366086965,5.705954891724002,14.260853530638823,42687.0,0.4774,22221.0,64.15750606009358,6.064546740591693,66.68906718798789,68.26283586060123,12.883693778085506,97.20670391061451,23.72826131226327,0.3358606012237297,24.821846338585118,6.333333333333332,6.0,11.0,3.0,48309.0
2672,48311,778,10.668380462724937,2.8277634961439593,5.6555269922879186,3.5989717223650386,2.185089974293059,0.0,0.0,5.141388174807198,9.897172236503854,3.2133676092544987,3.7275064267352183,6.812339331619537,5.912596401028278,3.2133676092544987,5.141388174807198,0.5141388174807198,1.7994858611825193,2.056555269922879,7.197943444730077,7.069408740359898,7.583547557840617,1.2853470437017995,4.4987146529562985,52.05655526992289,47.94344473007713,93.95886889460155,0.0,1.5424164524421593,0.0,0.0,4.4987146529562985,0.0,100.0,67.2316384180791,32.7683615819209,0.0,8.652246256239602,86.85524126455906,4.492512479201332,27.34499205087441,55.64387917329093,17.011128775834653,52.75735294117647,31.801470588235286,15.441176470588234,11.825192802056556,12.738853503184714,13.610586011342154,24.807197943444727,6.0,6.0,22.961730449251245,78.05755395683454,43.165467625899275,2.1582733812949644,7.553956834532374,46250.0,0.5262,27608.0,62.7287853577371,14.058355437665785,78.37837837837837,80.08658008658007,1.0810810810810811,95.23809523809523,20.54054054054054,3.463203463203463,48.0719794344473,1.0,1.0,1.0,1.0,48311.0
2673,48313,13838,4.769475357710652,3.9817892759069236,4.7550224020812255,2.7821939586645468,0.7732331261743027,2.500361323890736,2.13903743315508,9.148720913426798,9.618441971383149,9.343835814424047,7.623934094522331,6.720624367683191,5.2825552825552835,5.4343113166642585,5.5643879173290935,2.3341523341523343,2.615984968926145,1.6042780748663104,2.529267235149588,3.8589391530567996,2.9773088596618007,2.0234137881196705,1.6187310304957363,62.49458014163896,37.50541985836103,74.12198294551236,18.73825697355109,0.15175603410897529,0.3251915016620899,0.14452955629426215,2.919497037144096,3.598785951727129,100.0,64.40754039497307,35.59245960502693,0.0,15.517005873514547,81.92869826526432,2.5542958612211444,35.190909850446985,35.759044197510235,29.050045952042776,60.27798098024873,29.093949210993838,10.628069808757443,20.153910149750413,45.639344262295076,20.185275475377864,17.483677064980828,6.0,6.0,26.182665745856358,73.06479009949042,37.10264498908032,6.964329046347974,16.622179082746907,39390.0,0.4309,15894.0,58.6342123056119,5.6964944649446485,56.573413786798326,63.603322949117356,16.310111537758278,97.40394600207684,29.76778204424941,1.3499480789200415,21.68665992195404,6.777777777777778,6.0,13.0,3.0,48313.0
2674,48315,10248,4.156908665105386,4.888758782201405,5.571818891491024,3.3567525370804066,1.5612802498048401,1.1124121779859486,1.0343481654957063,2.5565964090554254,4.459406713505074,5.220530835284934,4.947306791569087,5.85480093676815,6.840359094457456,8.343091334894611,8.040593286494927,4.010538641686183,4.8009367681498825,3.756830601092896,3.7275565964090553,5.942622950819672,4.010538641686183,3.4055425448868077,2.400468384074941,47.81420765027322,52.18579234972678,74.74629195940672,22.921545667447308,0.234192037470726,1.6198282591725215,0.0,0.08782201405152225,0.39032006245121004,97.5027144408252,72.63843648208469,24.864277958740498,2.49728555917481,18.00678130297893,77.80334221361105,4.189876483410027,21.06285714285714,53.6,25.337142857142855,54.057187017001546,31.607418856259667,14.335394126738795,22.56328483157265,55.51663747810858,24.59263729631865,22.752475247524753,6.0,6.0,41.89864382583869,64.5753977145418,42.5722608111136,11.696168496527,19.023078646650234,34175.0,0.4917,22755.0,51.683216275127144,8.036551077788191,51.869864162334395,49.891067538126364,21.583095757169215,99.30283224400871,30.60539996645984,0.0,3.8739266198282594,9.555555555555557,9.0,19.0,3.0,48315.0
2675,48317,5252,8.035034272658036,9.444021325209443,7.958872810357959,4.702970297029704,3.8271134805788263,1.6945925361766947,1.8659558263518656,3.1226199543031226,5.883472962680884,5.731150038080732,6.321401370906321,5.331302361005331,6.321401370906321,7.616146230007616,4.131759329779132,3.5986290936785985,2.3038842345773043,1.961157654226961,2.6656511805026657,3.1797410510281794,2.3229246001523234,0.8758568164508759,1.1043412033511044,49.96191926884996,50.03808073115004,84.27265803503428,2.3229246001523234,0.6664127951256664,0.0,0.20944402132520945,12.395277989337394,0.13328255902513328,100.0,71.0044219835755,28.995578016424513,0.0,10.849056603773585,85.96004439511654,3.190899001109878,29.877425944841672,47.752808988764045,22.369765066394283,56.01539942252165,26.53192171960218,17.452678857876165,13.341044919992287,20.56359482102057,13.262099308610935,11.355311355311356,4.0,6.0,16.35322976287817,82.33128834355828,28.159509202453986,4.0490797546012285,4.7239263803680975,55682.0,0.4934,26130.0,65.4550499445061,3.6456125476896992,61.67444963308872,61.881188118811885,6.37091394262842,88.44884488448845,33.18879252835224,6.765676567656766,45.56359482102057,3.6666666666666665,3.0,9.0,1.0,48317.0
